MC_cycle,absolute_adsorption_(H20),excess_adsorption_(H20)
0,0.00000,0.00000
1000,0.25000,0.25000
2000,0.25000,0.25000
3000,0.12500,0.12500
4000,0.75000,0.75000
5000,0.25000,0.25000
6000,0.12500,0.12500
7000,0.12500,0.12500
8000,0.00000,0.00000
9000,0.00000,0.00000
10000,0.12500,0.12500
11000,0.12500,0.12500
12000,0.00000,0.00000
13000,0.25000,0.25000
14000,0.37500,0.37500
15000,0.25000,0.25000
16000,0.00000,0.00000
17000,0.12500,0.12500
18000,0.00000,0.00000
19000,0.37500,0.37500
20000,0.12500,0.12500
21000,0.12500,0.12500
22000,0.37500,0.37500
23000,0.12500,0.12500
24000,0.00000,0.00000
25000,0.00000,0.00000
26000,0.12500,0.12500
27000,0.00000,0.00000
28000,0.00000,0.00000
29000,0.12500,0.12500
30000,0.12500,0.12500
31000,0.25000,0.25000
32000,0.00000,0.00000
33000,0.25000,0.25000
34000,0.00000,0.00000
35000,0.00000,0.00000
36000,0.12500,0.12500
37000,0.12500,0.12500
38000,0.25000,0.25000
39000,0.12500,0.12500
40000,0.12500,0.12500
41000,0.12500,0.12500
42000,0.00000,0.00000
43000,0.50000,0.50000
44000,0.00000,0.00000
45000,0.12500,0.12500
46000,0.00000,0.00000
47000,0.00000,0.00000
48000,0.25000,0.25000
49000,0.37500,0.37500
50000,0.00000,0.00000
51000,0.00000,0.00000
52000,0.12500,0.12500
53000,0.00000,0.00000
54000,0.12500,0.12500
55000,0.12500,0.12500
56000,0.25000,0.25000
57000,0.12500,0.12500
58000,0.00000,0.00000
59000,0.25000,0.25000
60000,0.00000,0.00000
61000,0.25000,0.25000
62000,0.00000,0.00000
63000,0.00000,0.00000
64000,0.00000,0.00000
65000,0.25000,0.25000
66000,0.25000,0.25000
67000,0.25000,0.25000
68000,0.25000,0.25000
69000,0.25000,0.25000
70000,0.00000,0.00000
71000,0.12500,0.12500
72000,0.12500,0.12500
73000,0.12500,0.12500
74000,0.00000,0.00000
75000,0.00000,0.00000
76000,0.25000,0.25000
77000,0.37500,0.37500
78000,0.00000,0.00000
79000,0.00000,0.00000
80000,0.12500,0.12500
81000,0.25000,0.25000
82000,0.37500,0.37500
83000,0.12500,0.12500
84000,0.00000,0.00000
85000,0.00000,0.00000
86000,0.00000,0.00000
87000,0.12500,0.12500
88000,0.00000,0.00000
89000,0.00000,0.00000
90000,0.25000,0.25000
91000,0.12500,0.12500
92000,0.00000,0.00000
93000,0.12500,0.12500
94000,0.00000,0.00000
95000,0.00000,0.00000
96000,0.25000,0.25000
97000,1.00000,1.00000
98000,0.00000,0.00000
99000,0.12500,0.12500
100000,0.12500,0.12500
101000,0.00000,0.00000
102000,0.00000,0.00000
103000,0.00000,0.00000
104000,0.12500,0.12500
105000,0.12500,0.12500
106000,0.50000,0.50000
107000,0.37500,0.37500
108000,0.00000,0.00000
109000,0.00000,0.00000
110000,0.12500,0.12500
111000,0.12500,0.12500
112000,0.12500,0.12500
113000,0.12500,0.12500
114000,0.00000,0.00000
115000,0.00000,0.00000
116000,0.00000,0.00000
117000,0.12500,0.12500
118000,0.00000,0.00000
119000,0.12500,0.12500
120000,0.12500,0.12500
121000,0.00000,0.00000
122000,0.00000,0.00000
123000,0.00000,0.00000
124000,0.50000,0.50000
125000,0.37500,0.37500
126000,0.50000,0.50000
127000,0.12500,0.12500
128000,0.00000,0.00000
129000,0.00000,0.00000
130000,0.00000,0.00000
131000,0.12500,0.12500
132000,0.12500,0.12500
133000,0.12500,0.12500
134000,0.25000,0.25000
135000,0.12500,0.12500
136000,0.12500,0.12500
137000,0.00000,0.00000
138000,0.37500,0.37500
139000,0.25000,0.25000
140000,0.00000,0.00000
141000,0.50000,0.50000
142000,0.00000,0.00000
143000,0.12500,0.12500
144000,0.12500,0.12500
145000,0.00000,0.00000
146000,0.37500,0.37500
147000,0.37500,0.37500
148000,0.00000,0.00000
149000,0.50000,0.50000
150000,0.00000,0.00000
151000,0.00000,0.00000
152000,0.12500,0.12500
153000,0.12500,0.12500
154000,0.00000,0.00000
155000,0.12500,0.12500
156000,0.12500,0.12500
157000,0.12500,0.12500
158000,0.12500,0.12500
159000,0.37500,0.37500
160000,0.00000,0.00000
161000,0.00000,0.00000
162000,0.00000,0.00000
163000,0.00000,0.00000
164000,0.00000,0.00000
165000,0.00000,0.00000
166000,0.12500,0.12500
167000,0.12500,0.12500
168000,0.12500,0.12500
169000,0.12500,0.12500
170000,0.00000,0.00000
171000,0.00000,0.00000
172000,0.00000,0.00000
173000,0.12500,0.12500
174000,0.12500,0.12500
175000,0.12500,0.12500
176000,0.00000,0.00000
177000,0.00000,0.00000
178000,0.00000,0.00000
179000,0.25000,0.25000
180000,0.00000,0.00000
181000,0.25000,0.25000
182000,0.25000,0.25000
183000,0.37500,0.37500
184000,0.00000,0.00000
185000,0.12500,0.12500
186000,0.12500,0.12500
187000,0.12500,0.12500
188000,0.12500,0.12500
189000,0.25000,0.25000
190000,0.00000,0.00000
191000,0.00000,0.00000
192000,0.50000,0.50000
193000,0.25000,0.25000
194000,0.12500,0.12500
195000,0.12500,0.12500
196000,0.37500,0.37500
197000,0.00000,0.00000
198000,0.00000,0.00000
199000,0.12500,0.12500
200000.0,0.00000,0.0000000000
201000.0,0.12500,0.1250000000
202000.0,0.00000,0.0000000000
203000.0,0.12500,0.1250000000
204000.0,0.00000,0.0000000000
205000.0,0.12500,0.1250000000
206000.0,0.00000,0.0000000000
207000.0,0.00000,0.0000000000
208000.0,0.37500,0.3750000000
209000.0,0.12500,0.1250000000
210000.0,0.00000,0.0000000000
211000.0,0.12500,0.1250000000
212000.0,0.25000,0.2500000000
213000.0,0.00000,0.0000000000
214000.0,0.25000,0.2500000000
215000.0,0.00000,0.0000000000
216000.0,0.12500,0.1250000000
217000.0,0.25000,0.2500000000
218000.0,0.12500,0.1250000000
219000.0,0.12500,0.1250000000
220000.0,0.00000,0.0000000000
221000.0,0.00000,0.0000000000
222000.0,0.00000,0.0000000000
223000.0,0.25000,0.2500000000
224000.0,0.12500,0.1250000000
225000.0,0.00000,0.0000000000
226000.0,0.12500,0.1250000000
227000.0,0.50000,0.5000000000
228000.0,0.12500,0.1250000000
229000.0,0.00000,0.0000000000
230000.0,0.00000,0.0000000000
231000.0,0.00000,0.0000000000
232000.0,0.00000,0.0000000000
233000.0,0.00000,0.0000000000
234000.0,0.50000,0.5000000000
235000.0,0.25000,0.2500000000
236000.0,0.00000,0.0000000000
237000.0,0.12500,0.1250000000
238000.0,0.25000,0.2500000000
239000.0,0.00000,0.0000000000
240000.0,0.25000,0.2500000000
241000.0,0.00000,0.0000000000
242000.0,0.25000,0.2500000000
243000.0,0.37500,0.3750000000
244000.0,0.25000,0.2500000000
245000.0,0.37500,0.3750000000
246000.0,0.12500,0.1250000000
247000.0,0.00000,0.0000000000
248000.0,0.25000,0.2500000000
249000.0,0.37500,0.3750000000
250000.0,0.25000,0.2500000000
251000.0,0.00000,0.0000000000
252000.0,0.00000,0.0000000000
253000.0,0.12500,0.1250000000
254000.0,0.37500,0.3750000000
255000.0,0.62500,0.6250000000
256000.0,0.00000,0.0000000000
257000.0,0.00000,0.0000000000
258000.0,0.00000,0.0000000000
259000.0,0.12500,0.1250000000
260000.0,0.25000,0.2500000000
261000.0,0.62500,0.6250000000
262000.0,0.00000,0.0000000000
263000.0,0.12500,0.1250000000
264000.0,0.25000,0.2500000000
265000.0,0.00000,0.0000000000
266000.0,0.12500,0.1250000000
267000.0,0.12500,0.1250000000
268000.0,0.37500,0.3750000000
269000.0,0.12500,0.1250000000
270000.0,0.00000,0.0000000000
271000.0,0.12500,0.1250000000
272000.0,0.25000,0.2500000000
273000.0,0.12500,0.1250000000
274000.0,0.50000,0.5000000000
275000.0,0.37500,0.3750000000
276000.0,0.00000,0.0000000000
277000.0,0.12500,0.1250000000
278000.0,0.50000,0.5000000000
279000.0,0.12500,0.1250000000
