MC_cycle,absolute_adsorption_(H20),excess_adsorption_(H20)
0,0.00000,0.00000
1000,0.62500,0.62500
2000,0.37500,0.37500
3000,0.00000,0.00000
4000,0.00000,0.00000
5000,0.00000,0.00000
6000,0.00000,0.00000
7000,0.00000,0.00000
8000,0.12500,0.12500
9000,0.00000,0.00000
10000,0.25000,0.25000
11000,0.00000,0.00000
12000,0.00000,0.00000
13000,0.12500,0.12500
14000,0.12500,0.12500
15000,0.00000,0.00000
16000,0.37500,0.37500
17000,0.25000,0.25000
18000,0.12500,0.12500
19000,0.25000,0.25000
20000,0.00000,0.00000
21000,0.00000,0.00000
22000,0.12500,0.12500
23000,0.00000,0.00000
24000,0.00000,0.00000
25000,0.62500,0.62500
26000,0.00000,0.00000
27000,0.12500,0.12500
28000,0.12500,0.12500
29000,0.00000,0.00000
30000,0.12500,0.12500
31000,0.00000,0.00000
32000,0.00000,0.00000
33000,0.12500,0.12500
34000,0.00000,0.00000
35000,0.37500,0.37500
36000,0.00000,0.00000
37000,0.00000,0.00000
38000,0.12500,0.12500
39000,0.00000,0.00000
40000,0.12500,0.12500
41000,0.12500,0.12500
42000,0.12500,0.12500
43000,0.37500,0.37500
44000,0.00000,0.00000
45000,0.00000,0.00000
46000,0.50000,0.50000
47000,0.00000,0.00000
48000,0.00000,0.00000
49000,0.12500,0.12500
50000,0.12500,0.12500
51000,0.00000,0.00000
52000,0.37500,0.37500
53000,0.25000,0.25000
54000,0.12500,0.12500
55000,0.00000,0.00000
56000,0.12500,0.12500
57000,0.25000,0.25000
58000,0.25000,0.25000
59000,0.00000,0.00000
60000,0.00000,0.00000
61000,0.00000,0.00000
62000,0.50000,0.50000
63000,0.00000,0.00000
64000,0.00000,0.00000
65000,0.00000,0.00000
66000,0.25000,0.25000
67000,0.00000,0.00000
68000,0.00000,0.00000
69000,0.00000,0.00000
70000,0.12500,0.12500
71000,0.12500,0.12500
72000,0.12500,0.12500
73000,0.00000,0.00000
74000,0.25000,0.25000
75000,0.00000,0.00000
76000,0.00000,0.00000
77000,0.62500,0.62500
78000,0.12500,0.12500
79000,0.25000,0.25000
80000,0.12500,0.12500
81000,0.00000,0.00000
82000,0.12500,0.12500
83000,0.00000,0.00000
84000,0.00000,0.00000
85000,0.25000,0.25000
86000,0.00000,0.00000
87000,0.00000,0.00000
88000,0.12500,0.12500
89000,0.00000,0.00000
90000,0.12500,0.12500
91000,0.37500,0.37500
92000,0.12500,0.12500
93000,0.12500,0.12500
94000,0.00000,0.00000
95000,0.50000,0.50000
96000,0.75000,0.75000
97000,0.12500,0.12500
98000,0.25000,0.25000
99000,0.37500,0.37500
100000,0.00000,0.00000
101000,0.12500,0.12500
102000,0.25000,0.25000
103000,0.00000,0.00000
104000,0.12500,0.12500
105000,0.12500,0.12500
106000,0.12500,0.12500
107000,0.00000,0.00000
108000,0.00000,0.00000
109000,0.00000,0.00000
110000,0.12500,0.12500
111000,0.12500,0.12500
112000,0.37500,0.37500
113000,0.37500,0.37500
114000,0.25000,0.25000
115000,0.00000,0.00000
116000,0.25000,0.25000
117000,0.00000,0.00000
118000,0.00000,0.00000
119000,0.00000,0.00000
120000,0.12500,0.12500
121000,0.12500,0.12500
122000,0.00000,0.00000
123000,0.00000,0.00000
124000,0.25000,0.25000
125000,0.00000,0.00000
126000,0.12500,0.12500
127000,0.25000,0.25000
128000,0.00000,0.00000
129000,0.12500,0.12500
130000,0.00000,0.00000
131000,0.37500,0.37500
132000,0.12500,0.12500
133000,0.00000,0.00000
134000,0.12500,0.12500
135000,0.12500,0.12500
136000,0.00000,0.00000
137000,0.00000,0.00000
138000,0.00000,0.00000
139000,0.00000,0.00000
140000,0.25000,0.25000
141000,0.12500,0.12500
142000,0.12500,0.12500
143000,0.00000,0.00000
144000,0.12500,0.12500
145000,0.00000,0.00000
146000,0.00000,0.00000
147000,0.12500,0.12500
148000,0.25000,0.25000
149000,0.12500,0.12500
150000,0.12500,0.12500
151000,0.12500,0.12500
152000,0.12500,0.12500
153000,0.12500,0.12500
154000,0.00000,0.00000
155000,0.00000,0.00000
156000,0.25000,0.25000
157000,0.00000,0.00000
158000,0.00000,0.00000
159000,0.25000,0.25000
160000,0.00000,0.00000
161000,0.12500,0.12500
162000,0.12500,0.12500
163000,0.00000,0.00000
164000,0.12500,0.12500
165000,0.00000,0.00000
166000,0.12500,0.12500
167000,0.37500,0.37500
168000,0.00000,0.00000
169000,0.00000,0.00000
170000,0.12500,0.12500
171000,0.50000,0.50000
172000,0.12500,0.12500
173000,0.25000,0.25000
174000,0.00000,0.00000
175000,0.12500,0.12500
176000,0.00000,0.00000
177000,0.00000,0.00000
178000,0.12500,0.12500
179000,0.00000,0.00000
180000,0.12500,0.12500
181000,0.00000,0.00000
182000,0.25000,0.25000
183000,0.25000,0.25000
184000,0.25000,0.25000
185000,0.12500,0.12500
186000,0.00000,0.00000
187000,0.12500,0.12500
188000,0.12500,0.12500
189000,0.00000,0.00000
190000,0.12500,0.12500
191000,0.50000,0.50000
192000,0.00000,0.00000
193000,0.50000,0.50000
194000,0.25000,0.25000
195000,0.25000,0.25000
196000,0.12500,0.12500
197000,0.12500,0.12500
198000,0.00000,0.00000
199000,0.25000,0.25000
200000.0,0.00000,0.0000000000
201000.0,0.37500,0.3750000000
202000.0,0.25000,0.2500000000
203000.0,0.00000,0.0000000000
204000.0,0.00000,0.0000000000
205000.0,0.25000,0.2500000000
206000.0,0.25000,0.2500000000
207000.0,0.25000,0.2500000000
208000.0,0.00000,0.0000000000
