Structures,chem_comp,solvent_removed,framework_count,framework_mean_dim
HAMLIT_clean,C6120H54N1836O1836Zn408,1,1,3.0
HAMREU_clean,Ce124Cu186H60C1488N372O1488,1,1,3.0
HAMRIY_clean,Ho124Cu186H60C1488N372O1488,1,1,3.0
HANWAW_clean,Cu744H128C9424O3968,1,1,3.0
HAOAER_clean,Er4C816O1224,1,1,3.0
HAPBAE_clean,Ti744Cu248I248P248N248C4464H172O2232,1,1,3.0
HAPBEI_clean,Ti744Cu248I248P248C4216H172N496O2232,1,1,3.0
HAPGIR_clean,Mn12O1428H1632C3060N1224,1,1,3.0
HAPHUD_clean,Zn248H96C4588N744O1116,1,1,3.0
HAPNEU_clean,Ti744Cu248Br248P248N248C4464H172O2232,1,1,3.0
HAPNOE_clean,C5712H56Er408N816O2448,1,1,3.0
HAPNUK_clean,C5712H56N816O2448Tm408,1,1,3.0
HAPPAS_clean,C5712H48Lu408N816O2448,1,1,3.0
HAPVAX_clean,Ce124U8C1488O1736,1,1,3.0
HAPVEB_clean,Nd4U248C1488O1736,1,1,3.0
HAQJIV_clean,Cu558C5859O2232H144N558,1,1,3.0
HAQKES_clean,Cd992Cu1488C11408H440N992O5456,1,1,3.0
HAQRID_clean,Zn620O2976C5952H72,1,1,3.0
HARGUC_clean,Bi248K124O56C1488,1,1,3.0
HARHOA_clean,Zn372K248O3224C5952H72,1,1,3.0
HARHUG_clean,Zn372K248O3224C5952H72,1,1,3.0
HARNAR_clean,Ag496H96C4216N744O992,1,1,3.0
HASMIZ_clean,Co4H1612C2232N372O496,1,1,3.0
HASNIB_clean,Eu8O1984C992,1,1,3.0
HASNOH_clean,Tb248O2108C992H8,1,1,3.0
HASNUN_clean,Eu8O1984C992,1,1,3.0
HASTAY_clean,Zn620H96Ru248C6572N1488O2418,1,1,3.0
HATZOS02_clean,Ag248N496O248C2728H64,1,1,3.0
HATZOS_clean,Ag248N496O248C2728H64,1,1,3.0
HAVVUX_clean,I816Cu1428N3060C3672H48,1,1,3.0
HAVYOU_clean,O4712C1736H24N248Ag496W1488,1,1,3.0
HAVZIP_clean,Co4N612O408C3264H2448,1,1,3.0
HAWGIX_charged,Cd248H112C4464O2108,1,1,3.0
HAWGIY_clean,Ce93O868N248C3844H48,1,1,3.0
HAWREE_clean,Mn10H1612C1984N744O744,1,1,3.0
HAWVAE_clean,Gd124S248O992C1488H16,1,1,3.0
HAWVEI_clean,Nd124S248O992C1488H16,1,1,3.0
HAWVIM_clean,Eu124S248O992C1488H16,1,1,3.0
HAWVOS_clean,Er124S248O992C1488H16,1,1,3.0
HAWVUY_clean,Tb124S248O992C1488H16,1,1,3.0
HAWWAF_clean,Dy124S248O992C1488H16,1,1,3.0
HAWWEJ_charged,Yb124H40C1860S248N248O1116,1,1,3.0
HAWWEK_clean,N1632C3264H64Cu408,1,1,3.0
HAWWIN_clean,Nd248H24C2232S372O1488,1,1,3.0
HAWWOT_clean,Nd248H24C2232S372O1488,1,1,3.0
HAWWOU_clean,N3264C13056H344Cu408O2448,1,6,1.3333333333333333
HAWWUZ_clean,Nd248H24C2232S372O1488,1,1,3.0
HAWYUB_clean,Cd124H28C1488N124O496,1,1,3.0
HAWZEM_clean,Cu124H32C1488N248O496,1,1,3.0
HAWZIQ_clean,La124Mo186S248O1240N186C1116H36,1,1,3.0
HAXJEX_clean,Zn248H44C2604N248O806,1,1,3.0
HAXMUP_clean,Cu186H48C930N558O186,1,1,3.0
HAXNOJ_clean,N744C1488Cd16,1,1,3.0
HAYLIE_clean,Zn124O248N496H88C1984,1,1,3.0
HAYTEI_clean,Eu124O1488N372C2604H36Ca186,1,1,3.0
HAYZIU_clean,Pd31Co1N186C372,1,1,3.0
HAZGOF01_clean,Sc124H24C1488O744,1,1,3.0
HAZGOF01_clean_h,Sc124C1488O744H24,1,1,3.0
HAZGOF02_clean_h,Sc124C1488O744H24,1,1,3.0
HAZGOF03_clean_h,Sc124C1488O744H24,1,1,3.0
HAZGOF04_clean_h,Sc124C1488O744H24,1,1,3.0
HAZGOF05_clean_h,Sc124C1488O744H24,1,1,3.0
HAZGOF06_clean_h,Sc124C1488O744H24,1,1,3.0
HAZGOF07_clean_h,Sc124C1488O744H24,1,1,3.0
HAZGOF08_clean_h,Sc124C1488O744H24,1,1,3.0
HAZGOF_clean,Sc124H24C1488O744,1,1,3.0
HAZNED_clean,Cd248Br496O1116H56N496C2976,1,1,3.0
HAZNIH_clean,Cd248Br496O1116H56N496C2976,1,1,3.0
HAZNON_clean,Cd124H28C1488Br248N248O558,1,1,3.0
HAZSIL_clean,Cu248P248H36C868N248O744,1,1,3.0
HAZWIP_clean,N1632C2448H1632Cu204Ni4,1,1,3.0
HEBGUS_clean,Co4H2108C3224N248O496F744,1,1,3.0
HEBJAB_clean,Co3H1798C1984N248O434,1,1,3.0
HEBKEG_clean,Cd124H44C1116N248Cl124O372,1,1,3.0
HEBNIN_clean,U248P496O1736H40C496Zn62,1,1,3.0
HEBNOT_clean,U248Zn124P496O1736H36C496,1,1,3.0
HEBPUB_charged,Zn558P744H132O2232C2604N372,0,1,3.0
HEBTAL_clean,Co4H744C1488O496,1,1,3.0
HEBTEP_clean,Zn124H24C1488O496,1,1,3.0
HEBZAR,Zn558H54C2790Br558N2232O1116,1,1,3.0
HEBZEV,Zn558H54C2790N2232Cl558O1116,1,1,3.0
HEDBEZ_clean,Ce62U93H6C930O744,1,1,3.0
HEDBID_clean,Nd62U93H6C930O744,1,1,3.0
HEDBOJ_clean,Ce124U8C1488O1612,1,1,3.0
HEDBUP_clean,Nd4U248C1488O1612,1,1,3.0
HEDCAW_clean,Zn248H64C3472O1240,1,1,3.0
HEDCEA_clean,Zn248H96C4712N248O1240,1,1,3.0
HEDCIE_clean,Cu248H80C4092N124O1240,1,1,3.0
HEDGUS_clean,Cu124H16C992N372O496,1,1,3.0
HEDTER_clean,Ni4H4216C5084N496O496,1,1,3.0
HEFDED_clean,Mn24Mo372H15810C13764N6324O186,1,1,3.0
HEFDIH_clean,Mn6Mo93H3906C3441N1581,1,1,3.0
HEFDON_clean,Ba102Cd306C5304H64O1224Cl102N408,0,1,3.0
HEFDON_ion_b,Cd186Ba62C3224H64Cl62N248O744,0,1,3.0
HEFDUT_charged,Cd372H122C6448Cl124O1674N496,0,1,3.0
HEFFAB_charged,Mn8Cd186H3534C6076O1736N434Cl124,0,1,3.0
HEFFEF_clean,Na62Cd186C3224H64O744Cl62N248,0,1,3.0
HEFFEF_ion_b,Cd186Cl62N248Na62C3224H64O744,0,1,3.0
HEFVAR_clean,Cu310H80Rh124C3720N620Cl248O1364,1,1,3.0
HEGCEB_clean,Cd62N434C434H744Ni2,1,1,3.0
HEGJUZ_clean,Zn372H128C6448N248O1488,1,2,3.0
HEGKAP_clean,O992C4960H224Zn248N248,1,1,3.0
HEGNAJ_clean,Co9Cr279P1116O4464N1674C2232H7254Ga558,1,1,3.0
HEGNEN_clean,Fe9Ga1377P1836O7344N2754C3672H10098,1,1,3.0
HEGNIR_clean,Mn9Ga1377P1836O7344N2754C3672H11934,1,1,3.0
HEGNOX_clean,Zn279Ga837P1116O4464N1674C2232H234,1,1,3.0
HEGNUD_clean,Ga1377Cr9P1836O7344N2754C3672H11934,1,1,3.0
HEGPAL_clean,Co9Ga1377P1836O7344N2754C3672H11934,1,1,3.0
HEHCOO_clean,Cd186Co6H4092C6324N1860Cl186O744,1,1,3.0
HEJHAH_charged,Cd186H64C3224O806N248,0,1,3.0
HEKTAU_clean,Cd124H56C2728N372O248,1,2,3.0
HEKTUO01_clean,Cd372O1488C3720H56,1,1,3.0
HEKTUO_clean,Cd186H28C1860O744,1,1,3.0
HELCUY_clean,Zn310H48C1488N372O1364,1,1,3.0
HELDEJ_SL,Zn93H50C1488N558O620,1,1,3.0
HELDEJ_clean,Zn93H46C1488N558O620,1,1,3.0
HELDOT_clean,Co9H2790C5022O1116,1,1,3.0
HEMTEZ_clean,Mo1488P992O6200C2480H1984Ni12N496,1,1,3.0
HEMVEB_clean,O3264Co16P816,1,1,3.0
HEMVIF_clean,O2040Co8P408H408,1,1,3.0
HENYUV_clean,Zn124H8C868N124O496,1,1,3.0
HESVOR_clean,Zn124H8C868N124O496,1,1,3.0
HETDUG_clean,C7344N816Cu4,1,1,3.0
HETZOW_clean,V992O1736N496C2480H64Zn124,1,1,3.0
HETZUC_charged,V992Co4H1984C2480N496O2356Cl62,1,1,3.0
HEWFUL_ion_b,C1836H60N612O1836P306K306Cu306,1,1,3.0
HEXNII_clean,Cd62H18C744S124N310,1,1,3.0
HEXNOO_clean,C8160H144Cd408N2448,1,2,3.0
HEXNUU_clean,C8160H144N2448Cd408,1,2,3.0
HEYBIX_clean,P1632O6528Nb408Zn24F816,1,1,3.0
HEYFUM_clean,Zn16P612O2448,1,1,3.0
HEZKIH_clean,Zn248H48C2480O1240,1,2,3.0
HEZNUW_clean,Zn248P310O1240H8,1,1,3.0
HEZPIL01_clean,V372P248O1240H8,1,1,3.0
HEZSAG_clean,Sr204Cu204H48C2040N408O1632,1,1,3.0
HEZSEK_clean,Ba204Cu204H48C2040N408O1632,1,1,3.0
HGCNCO_clean,Co4Hg124C496S496N496,1,1,3.0
HIBGEF_clean,Mg372H24C744O1488,1,1,3.0
HIBGIJ_clean,Mn12H744C744O1488,1,1,3.0
HIBQUE_clean,P186O32C124In124,1,1,3.0
HICGEG_clean,Zn1240N4960C8928H288,1,1,3.0
HICVOG_clean,Zn248H36C2356N868O744,1,1,3.0
HICVUM_clean,Cd248H36C2356N868O744,1,1,3.0
HICWIB_clean,O2856Ru408H816C816K408Co4,1,1,3.0
HICZAW_clean,O2232C4216H80Sm248,1,1,3.0
HICZEA_clean,O1984C4464H80Pr248,1,1,3.0
HICZIE_clean,O1984C4464H80Gd248,1,1,3.0
HIDBIH_clean,Cd248C3472H72O496N1488,1,1,3.0
HIDBON_clean,Cd124H36C1736N744O248,1,1,3.0
HIDCUU_clean,O1984C4464H80Eu248,1,1,3.0
HIDDAB_clean,O1984C4464H80Tb248,1,1,3.0
HIDMEO_clean,Zn93H30C1674N62O496,1,1,3.0
HIFGEK_clean,W248S744Cu744B248H216N2356C5828,1,1,3.0
HIFGIO_SL,Zn93H34C1364O310,1,1,3.0
HIFGIO_clean,Zn93H32C1364O310,1,1,3.0
HIFGOU_clean,Zn62H52C1860N124O248,1,1,3.0
HIFTOG01_clean,Zn248H24C1488O806,1,1,3.0
HIFTOG02_clean,Zn496H48C2976O1612,1,2,3.0
HIFTOG_clean,Zn496H48C2976O1612,1,2,3.0
HIFTUM_clean,Fe124Ni6H3224C1860N1302,1,1,3.0
HIFVOI_clean,Zn496H96C2976N1984,1,1,3.0
HIFVUO,Zn496H96C2976N1984,1,1,3.0
HIFVUO01_clean,Zn186H36C1116N744,1,1,3.0
HIFWAV_clean,Zn620H120C3720N2480,1,1,3.0
HIFZAY_charged,Cu186H72C2976N1488B372F1488,0,1,3.0
HIGRIA_clean,Zn248Co2H1116C2232N1116,1,1,3.0
HIHFOV_clean,Ni2H1612C2232N496,1,1,3.0
HIHFUB_clean,C11424O3264H128Nd408Si408,1,1,3.0
HIHGAI_clean,Eu248Si186H96C5208O1488,1,1,3.0
HIHGEM_clean_b,C17136O4896H192Er816Si612,1,1,3.0
HIHGEM_manual,C17136O4896H192Er816Si612,1,1,3.0
HIHGIQ_clean,Co8H4216C5580N248O1488,1,2,3.0
HIHGOW_clean,Zn248H136C5580N248O1488,1,2,3.0
HIHGUC_clean,Cd124H104C4092O1488,1,1,3.0
HIHJUF,Zn372H60C2232N1488O744,1,1,3.0
HIHNUJ_clean,In204H24C3264O1632,1,1,3.0
HIJMEU_clean,Mo496P496O3472Mn12,1,1,3.0
HIJSOK_clean,Co16H2480C4464N3472,1,1,3.0
HILJUJ_clean,Ce248N248O1488C1736H24S124,1,1,3.0
HIMSAY_clean,Zn62H32C2108N620,1,1,3.0
HIQKID_clean,O2480C1488H20U372,1,1,3.0
HIQNAY_clean,Zn372N372C3596H80O992,1,1,3.0
HIQNIG_clean,Zn124H72C2976N372O496,1,1,3.0
HIQNUS_clean,O992N248H64C2976Zn124,1,2,3.0
HIQWOV_clean,Cd744Na496O5952C11904H192,1,1,3.0
HISGAT_clean,K816H72C5712S408O2652,1,1,3.0
HISGIB_clean,Cs102S102O612C1428H16,1,1,3.0
HISJAW_clean,Co28H4836C6696O4092,1,1,3.0
HISJIE_clean,Co20H4712C6696O2976,1,1,3.0
HISSIN_clean,Eu248C3720O1488H56,1,1,3.0
HITXUE,Al1224P1224C3672N1224O96,1,3,1.6666666666666667
HITXUE_clean,P744Al744O96,1,1,3.0
HIVQAG_clean,Mn4H992C1488N248O496,1,1,3.0
HIVSAI_clean,O992C3968H160Zn248N248,1,1,3.0
HIWKEE_clean,Mn8Nb124H992C1984N1488,1,1,3.0
HIWKII_clean,Mn4Nb62H248C744N620O124,1,1,3.0
HIWLEG_clean,Zn248P372O1116H12,1,1,3.0
HIWLIK_clean,Zn372P496O1488H16,1,1,3.0
HIWLOO_clean,In204P306H24C1530N306O1224,1,1,3.0
HIWLOO_clean_h,In204P306C1530N306O1224H24,1,1,3.0
HIWLOQ_clean,Zn372P496O1488H16,1,1,3.0
HIWLUW_clean,Zn186P248O744H8,1,1,3.0
HIWMAD_clean,Zn372P744O2356H20,1,1,3.0
HIWXER01_SL,Zn620C496N2232O496H16,1,1,3.0
HIWXER01_clean,Zn10C408N1836O408,1,1,3.0
HIWXER_clean,Zn310H8C248N1116O248,1,1,3.0
HIXDOH01_clean,Cu62H14W62C496N248O124,1,1,3.0
HIXDOH01_clean5b,Cu62W62C496N248O124H14,1,1,3.0
HIXDOH01_manual,Cu62W62C496N248O124H14,1,1,3.0
HIXDOH_clean,C816Cu1N204W51F510,1,1,3.0
HIYBUN_clean,Zn186H48C2232Br372N744,1,1,3.0
HIYGIH_clean,Cu744H96C7440N2480O2976,1,1,3.0
HIYLUY_clean,K620Ho20C4960N1240O4960,1,1,3.0
HIYMAF_clean,K620Dy20C4960N1240O4960,1,1,3.0
HIYMEJ_clean,Yb620K620C4960N1240O160,1,1,3.0
HIYYEU_clean,Ni4Mo62H4464C2480N992,1,1,3.0
HIYZEV01_clean,Mn4H496C992O496,1,1,3.0
HIYZEV_clean,C1836H816Mn4O1020,1,1,3.0
HIZQEN01_clean,Cd62O248C496H8,1,1,3.0
HIZQEN_clean,Cd62H8C496O248,1,1,3.0
HIZQUD_clean,Cd186H24C1488O744,1,1,3.0
HIZSEQ_clean,C4284H76N408O1836Zn408,1,1,3.0
HIZTUG_clean,Zn496O2976C13640H240,1,1,3.0
HOBBEF_clean,Ag124N744C1488H72,1,1,3.0
HOBGAH_clean,Ni8O1632N816H4488C4896,1,1,3.0
HOBGEL_clean,Ni4O816C2346H2142N510,1,1,3.0
HOBGIP_clean,Ni4N612C1836H1836O816,1,1,3.0
HOBGOV_clean,Ni4O816C2040H2040N408,1,1,3.0
HOCDIO_clean,Co4P204H408O1428C408,1,1,3.0
HOCDOU_clean,Mn5P102H102O1326C510,1,1,3.0
HODWUS_clean,C1836N816H52Cd306,1,1,3.0
HOFJIX_clean,La248Cu248H192C9424N744O2480,1,1,3.0
HOFMAS_clean,Zn248N1240O992C4216H136,1,1,3.0
HOFSOL_clean,Cu124N496C992H32,1,1,3.0
HOFSUS_clean,Zn124H20C1240N372O496,1,1,3.0
HOGJET_clean,C9792H96O5508Cu1224N1122,1,1,3.0
HOGJIX_clean,Zn372H36C2976N372O1488,1,1,3.0
HOGJOD_clean,Ru496S248F1736O1984N992C8432H104,1,1,3.0
HOGJUK_clean,C3672Cr612O7344Mn8,1,1,3.0
HOGLEV01_clean,Cu372H48C3162O1488,1,1,3.0
HOGPUQ_clean,C4080H24Er408O3264,1,1,3.0
HOGQAX_clean,C4080H24Yb408O3264,1,1,3.0
HOGQEB_clean,C4080H24Sm408O3264,1,1,3.0
HOGQIF_clean,Gd62O496H22C1364,1,1,3.0
HOGSIG_clean,Ni4H744C1116N372O372,1,1,3.0
HOGTOM_clean,Pr124Cu6C1488N372O1488,1,1,3.0
HOHJAR_clean,Fe4N408C2448H1632O918,1,1,3.0
HOHMEX_clean5b,Cu248H96C4960N248O1240,1,1,3.0
HOHMEX_manual,Cu248H96C4960N248O1240,1,1,3.0
HOJHUL_clean,Ni4O1224N612C4284H3468,1,1,3.0
HOJJUN_clean,C11934H72N3672O4590S1836Cu918,1,1,3.0
HOJLEY_clean,Cu124H64C1612N248O496,1,1,3.0
HOJLID_clean,Zn248H172C6820N372O992,1,2,3.0
HOJLUP_clean,Zn248O992N868C6820H172,1,1,3.0
HOJNIF_clean,O2976C5952H96Sc496,1,1,3.0
HOJNOL_clean,O2976C5952H96Sc496,1,1,3.0
HOJNUR01_clean,O2976C5952H96Sc496,1,1,3.0
HOJNUR_clean,O2976C5952H96Sc496,1,1,3.0
HOJPAZ_clean,O2976C5952H96Sc496,1,1,3.0
HOJPED_clean,O2976C5952H96Sc496,1,1,3.0
HOJPIH_clean,O2976C5952H96Sc496,1,1,3.0
HOKGUJ_clean,Co16O1632N1632C3672H2856,1,1,3.0
HOKLIE_clean,Zn744C10788H172N496O3720,1,1,3.0
HOLQIK_clean,O3968C11160H192N744Zn992,1,1,3.0
HOMRIL_clean,Cu124C1984H96N1488,1,1,3.0
HOMZEP_clean,Ga1224H36C5508O4998,1,1,3.0
HONXAL_clean,C24480H336O3468P816Zn816,1,2,3.0
HOPHUP_clean,V4P204C204O714,1,1,3.0
HOPYEQ01_clean,Zn8P408O1632,1,1,3.0
HOPYEQ_clean,Zn248P248O992H2,1,1,3.0
HOQMIL01_clean,O1240N248C3224H64Mg248,1,1,3.0
HOQMIL02_clean,O1240N248C3224H64Mg248,1,1,3.0
HOQMIL03_clean,O1240N248C3224H64Mg248,1,1,3.0
HOQMIL04_clean,Mg124H32C1612N124O620,1,1,3.0
HOQMIL_clean,O1240N248C3224H64Mg248,1,1,3.0
HOQMUX_clean,O1240N248C3224H64Mg248,1,1,3.0
HOQNEI_clean,O1240N248C3224H64Mg248,1,1,3.0
HOQNOS_clean,O1240N248C3720H32Mg248,1,1,3.0
HORCOH_clean,Yb124H4C868N248O744,1,1,3.0
HORCUN_clean,Er124H4C868N248O744,1,1,3.0
HORHAY_clean,N3672C10098H198Cd306,1,1,3.0
HORHEC_clean,N3672C10098H198Cd306,1,1,3.0
HORHIG_clean,N3672C10098H198Cd306,1,1,3.0
HOTFED_clean,C4488H48N1224O1632Zn612,1,1,3.0
HOTWUJ_clean,Nd124H16C620O744,1,1,3.0
HOVGEG_clean,Zn744O2356H108C5208,1,1,3.0
HOVGIK_clean,Cd124O496N1116H84C4092,1,1,3.0
HOVJIN_clean,Er62Ag62O496N124C868H16,1,1,3.0
HOVQAM_clean,N1224C8568H6120Co4,1,1,3.0
HOVQUG_clean,Cu1240O5952N2976C9920H160,1,1,3.0
HOWJEK_clean,Mn16P816O3264,1,1,3.0
HOWPEQ_clean,Ag248N1488C992H32,1,1,3.0
HOWPIU_clean,Ag248N1488C992H32,1,1,3.0
HOWPOZ_clean,Cd248H72C2480N744O992,1,1,3.0
HOWPUF_clean,Zn248H48C2108N496O992,1,1,3.0
HOWQAM_clean,Cd248H56C2976N496O992,1,1,3.0
HOWQEQ_clean,Cd248H56C2976N496O992,1,1,3.0
HOWQOA_clean,Zn496H96C5332N868O1984,1,1,3.0
HOWROC_clean,Ba1224C9792H96O5508,1,1,3.0
HOWSAP_clean,Cu372O1736C3472H80N248,1,1,3.0
HOWSET_clean,Cu992O4464C8804H160N496,1,1,3.0
HOWSIX_clean,Cu992O4464C8804H160N496,1,1,3.0
HOXGEH_clean,Sn612H108C3978O1530,1,1,3.0
HOXJIO_charged,Ag186H100C3844S496O434F372,1,1,3.0
HOXKIP_clean,Eu248H24C2232S372O1488,1,1,3.0
HOXKUB_clean,Yb248H24C2232S372O1488,1,1,3.0
HOXRUJ_clean,O1488H16C992N248Eu124K124,1,1,3.0
HOXSAQ_clean,O992C992N248Tb4K124,1,1,3.0
HOXSIY_clean,Zn186C1860H28O744,1,1,3.0
HOXSUK_clean,C8976H4896Ni12O2040,1,1,3.0
HOYREU_clean,Li8O1632N816H816C2040Ba204,1,1,3.0
HOYRIY_clean,Li8O1632N816H816C2040Sr204,1,1,3.0
HOYROE_clean,Ba306Li12O2448N1224H1224C3060,1,1,3.0
HOYTUL_clean,Yb62Na186H26C1302N186O992,1,1,3.0
HOZBUV_clean,O372N620C992H32Cd124,1,1,3.0
HOZDIL_clean,O1116Al248P372C1116H24,1,1,3.0
HOZFEJ_clean,Li4C4896N1224H3468O1224,1,1,3.0
HOZFIN_clean,Li26O3774H2448C5508,1,1,3.0
HOZTOG_clean,Cu1116H144W186C5952S744I744N4464,1,1,3.0
HOZXEB_clean,Cd1116Cl1116N4960C992H64,1,1,3.0
HUBQEC_clean,Cu186N1488C3348H144Mo744O1674P31,1,1,3.0
HUCBAJ_charged,Li4In204H2856C5712O1836,1,1,3.0
HUCBEN_clean5b,In102H28C2856O816,1,2,3.0
HUCBEN_manual,In102H28C2856O816,1,2,3.0
HUCFAO_clean,O2142Mn6H2550C2448N612,1,1,3.0
HUCLIB_clean,Sm124Ag124H32C1736N248O992,1,1,3.0
HUCSEF_clean,O1984C7440H240Cu496,1,1,3.0
HUCWOT_clean,Sm124O744N372C2604H48,1,1,3.0
HUCWUZ_clean,Eu124O744N372C2604H48,1,1,3.0
HUCXAG_clean,Gd124O744N372C2604H48,1,1,3.0
HUCXEK_clean,Tb124O744N372C2604H48,1,1,3.0
HUCXIO_clean,Dy124O744N372C2604H48,1,1,3.0
HUCXOU_clean,Ho124O744N372C2604H48,1,1,3.0
HUCXUA_clean,Er124O744N372C2604H48,1,1,3.0
HUDCEQ_clean,C4488H68Zn102N102O408,1,1,3.0
HUDMAW_clean,Co6C3672O1224H2448N1224Na102,1,1,3.0
HUDMEA_clean,Co6O1224C3672H2754N1224Na102,1,1,3.0
HUDWUA_clean,C2754H30Cu255O1020,1,1,3.0
HUFHEX_clean,Ag558N2232C5022H144,1,1,3.0
HUFHIB_clean,Ag558N2232C5022H144,1,1,3.0
HUFHOH_clean,Ag558C5022N2232H144,1,1,3.0
HUFHUN_clean,Ag558C5022H144N2232,1,1,3.0
HUFJAV_clean,Ag558N2232C5022H144,1,1,3.0
HUFJEZ_clean,Ag558C5022H144N2232,1,1,3.0
HUFJID_clean,Ag620C5580H160N2480,1,1,3.0
HUFKUQ_clean,Cd372N868C8184H196O2356,1,1,3.0
HUFLUR_clean,C992Ca124F16O496,1,1,3.0
HUFMUS_clean,Sr124F16O868N124C992,1,1,3.0
HUFYIS_clean,C3672H84O3672U612,1,1,3.0
HUGTOT_clean,Cs1836P2754O3672C20196H846,1,1,3.0
HUHBET_clean,Mn48O10608C13056H22848Na1632,1,1,3.0
HUHBUJ_clean,Ti248O1612N1488H480C12896Cd496Br496,1,1,3.0
HUHJAW_clean,Cd93H16C372N496Cl62,1,1,3.0
HUHJOL_clean,Mn24Na434O3100C4340H7750,1,1,3.0
HUHNIJ_clean,Cd248Ti248O868N992H380C9672,1,1,3.0
HUJGEA_clean,O2232C5704H88Cu496,1,1,3.0
HUJVOX_clean,N1632C2448H48Cu204,1,1,3.0
HUKQUZ_charged,Cd186H252C7812N2232Cl372O1488,0,3,3.0
HUKRIO_clean,N1224C2142Co1,1,1,3.0
HULRIR_clean,O2976C5952H80Cd744N744,1,1,3.0
HULTEN_clean,P1632O6528H64Zn1224,1,1,3.0
HULTEP_clean,C9180H7344N5508Co6,1,1,3.0
HUMQUC_charged,Pr124Bi124H48C1240N620O2480,1,1,3.0
HUMWIX_clean,O2448C13464H14688Mn6Cu306Cl153B408,1,1,3.0
HUNBEX_clean,Zn4K62O806C372,1,1,3.0
HUNBIB_clean,As612Fe8O2448C408,1,1,3.0
HUNCUQ_clean,Zn372S372O2232C5208H96,1,1,3.0
HUNFIH_clean,Ni6V372O744N496C3224H3472,1,1,3.0
HUNFON_clean,V372Zn186C3224H112N496O744,1,1,3.0
HUQGOR_clean,C9180H116N408O1224Zn306,1,2,3.0
HUQGUX_clean,C9180H116N408O1224Cu306,1,2,3.0
HUQHAE_clean,Zn186O744C5580H116N248,1,2,3.0
HUQHEI_clean,C8976H112N612O1224Zn306,1,2,3.0
HUQHIM_clean,C18156H228N1020O2652Zn612,1,2,3.0
HUQHOS_clean,C8976H112N408O1224Zn306,1,2,3.0
HURFEH_clean,Zn620O1612N1488C4464H136,1,1,3.0
HURFIL_clean,Zn620N1116O1984C5456H192,1,1,3.0
HURFOR_clean,Zn620N1116O1984C4464H140,1,1,3.0
HURFUX_clean,Zn620N1488H148O1612C4464,1,1,3.0
HURGEH_clean,Co12H1116C3348O2232,1,1,3.0
HURGOR_clean,Co12H3968C6944O1984,1,2,3.0
HURGUX01_clean,Ni6H1984C2480N124O744,1,1,3.0
HURGUX_clean,Ni6H1984C2480N124O744,1,1,3.0
HURNOX_clean,Co4H868C620N124O496,1,1,3.0
HURQUG_clean,Ce124H24C744O930,1,1,3.0
HUSGAE_clean,Cd124H8C496N992,1,1,3.0
HUSJUC_clean,C4284La204O1224H36,1,1,3.0
HUSQES_clean,Mo248H72C1736N744O248,1,1,3.0
HUTTIA_clean,Zn248H104C5704N496O992F1488,1,1,3.0
HUTZAX01,Zn372H96C5208O1860,1,1,3.0
HUTZEB_clean,Na124Zn124H32C1488O868,1,1,3.0
HUVHIR_clean,Zn186P186O930H26N372C744,1,1,3.0
HUVHOX_clean,Zn248P248O1364N620C1116H32,1,1,3.0
HUWDEJ_clean,N408C2448H48Ag102,1,1,3.0
HUWHOY_clean,Cd124O868C2852H68N372,1,1,3.0
HUWLUI_clean,Th62P62O496C1302H24,1,1,3.0
HUWPIA_clean,Al816Cl1632N3264C16320H256,1,1,3.0
HUWSUN_clean,N1224C8568H7344O1224Co4,1,1,3.0
HUWZIK_clean,C1632H16N1632Cd612O612,1,1,3.0
HUXDOT_clean,Ag496N2232C2976H72,1,1,3.0
HUXHEP01_clean,Cd186C1984H56O868N310,1,1,3.0
HUXHEP_clean,Cd186O868C2108N434H40,1,1,3.0
HUXHUF_clean,Cd186N496O868C4030H96,1,1,3.0
HUXWAY_clean,Tb124Cu186H48C1488O1860,1,1,3.0
HUYJOA_clean,Ni12H4712C6448N744O1736,1,1,3.0
HUYJUG_clean,Ni12H5952C6696N744O1488,1,1,3.0
HUYKAN_clean,Ni12H5952C6696N744O1488,1,1,3.0
HUYKUH_clean,Ni12H5208C7440N744O2976,1,1,3.0
HUYXOP_clean,C7956H6324O1224N1632Ni8,1,1,3.0
HUYXUV_clean,C7956H6324Co8N1632O1224,1,1,3.0
HUZFEO_clean,C3672H60N1224Cd102,1,1,3.0
HUZFIS_charged,Cd62H84C3720N744Cl124O496,0,1,3.0
HUZFOY_charged,Cd31H54C2418N372Cl62O248,0,1,3.0
HUZKUJ_clean,In408P510H10O2346C408,1,1,3.0
HUZLIY_clean,H52In816P1428O4896,1,1,3.0
HUZSOL01_clean,Na248Zn372H120C6696O1612,1,1,3.0
HUZSOL_clean,Na248Zn372H176C7440N248O1860,1,1,3.0
HUZSUR01_clean,K306Zn204H62C5610O1428,1,1,3.0
HUZSUR_clean,K306Zn204H62C5916N102O1530,1,1,3.0
IBABOF01_clean,Co8N1020O2448C6120H4080S408,1,1,3.0
IBABOF_clean,Co8S408N1020O2448C6120H4080,1,1,3.0
IBABUL_clean,Co8S408N1020H4080O2448C6120,1,1,3.0
IBACAS_clean,Co8N1020O2448C6120H4080S408,1,1,3.0
IBAPEJ_clean,La124C992H8N124O744,1,1,3.0
IBAPOS_clean,O408C6528H2856N714Zn153Fe1F816Cl102,1,1,3.0
