MC_cycle,absolute_adsorption_(H20),excess_adsorption_(H20)
0,0.00000,0.00000
1000,0.12500,0.12500
2000,0.00000,0.00000
3000,0.00000,0.00000
4000,1.12500,1.12500
5000,0.87500,0.87500
6000,0.62500,0.62500
7000,0.12500,0.12500
8000,1.25000,1.25000
9000,1.37500,1.37500
10000,1.37500,1.37500
11000,1.37500,1.37500
12000,1.12500,1.12500
13000,0.75000,0.75000
14000,0.75000,0.75000
15000,1.00000,1.00000
16000,1.00000,1.00000
17000,1.12500,1.12500
18000,1.37500,1.37500
19000,0.75000,0.75000
20000,1.62500,1.62500
21000,1.50000,1.50000
22000,1.25000,1.25000
23000,1.00000,1.00000
24000,0.87500,0.87500
25000,1.00000,1.00000
26000,1.50000,1.50000
27000,1.62500,1.62500
28000,1.37500,1.37500
29000,1.87500,1.87500
30000,2.25000,2.25000
31000,0.75000,0.75000
32000,0.62500,0.62500
33000,0.62500,0.62500
34000,0.50000,0.50000
35000,0.75000,0.75000
36000,1.00000,1.00000
37000,0.75000,0.75000
38000,1.25000,1.25000
39000,1.25000,1.25000
40000,1.37500,1.37500
41000,1.87500,1.87500
42000,1.37500,1.37500
43000,1.87500,1.87500
44000,1.75000,1.75000
45000,2.12500,2.12500
46000,2.25000,2.25000
47000,2.12500,2.12500
48000,2.75000,2.75000
49000,2.62500,2.62500
50000,2.37500,2.37500
51000,2.37500,2.37500
52000,2.62500,2.62500
53000,1.75000,1.75000
54000,1.87500,1.87500
55000,2.12500,2.12500
56000,2.00000,2.00000
57000,1.75000,1.75000
58000,1.62500,1.62500
59000,1.50000,1.50000
60000,2.12500,2.12500
61000,1.62500,1.62500
62000,1.87500,1.87500
63000,2.12500,2.12500
64000,2.75000,2.75000
65000,2.12500,2.12500
66000,1.75000,1.75000
67000,1.87500,1.87500
68000,1.75000,1.75000
69000,1.75000,1.75000
70000,1.00000,1.00000
71000,0.62500,0.62500
72000,0.62500,0.62500
73000,0.00000,0.00000
74000,0.25000,0.25000
75000,0.00000,0.00000
76000,0.00000,0.00000
77000,0.50000,0.50000
78000,0.62500,0.62500
79000,1.50000,1.50000
80000,1.12500,1.12500
81000,0.62500,0.62500
82000,0.50000,0.50000
83000,0.12500,0.12500
84000,0.62500,0.62500
85000,0.50000,0.50000
86000,0.12500,0.12500
87000,0.25000,0.25000
88000,0.12500,0.12500
89000,0.12500,0.12500
90000,0.25000,0.25000
91000,0.75000,0.75000
92000,0.50000,0.50000
93000,0.37500,0.37500
94000,0.87500,0.87500
95000,0.25000,0.25000
96000,0.12500,0.12500
97000,0.75000,0.75000
98000,0.00000,0.00000
99000,0.25000,0.25000
100000,0.00000,0.00000
101000,0.00000,0.00000
102000,0.37500,0.37500
103000,0.25000,0.25000
104000,0.37500,0.37500
105000,0.62500,0.62500
106000,0.12500,0.12500
107000,0.37500,0.37500
108000,0.25000,0.25000
109000,0.12500,0.12500
110000,0.00000,0.00000
111000,0.37500,0.37500
112000,0.62500,0.62500
113000,0.50000,0.50000
114000,0.25000,0.25000
115000,0.00000,0.00000
116000,0.12500,0.12500
117000,0.12500,0.12500
118000,0.12500,0.12500
119000,0.25000,0.25000
120000,0.25000,0.25000
121000,0.25000,0.25000
122000,0.62500,0.62500
123000,0.12500,0.12500
124000,0.25000,0.25000
125000,0.50000,0.50000
126000,0.12500,0.12500
127000,0.12500,0.12500
128000,0.25000,0.25000
129000,0.37500,0.37500
130000,0.12500,0.12500
131000,0.37500,0.37500
132000,0.50000,0.50000
133000,0.12500,0.12500
134000,0.75000,0.75000
135000,0.37500,0.37500
136000,0.25000,0.25000
137000,0.62500,0.62500
138000,0.75000,0.75000
139000,0.75000,0.75000
140000,0.37500,0.37500
141000,0.50000,0.50000
142000,0.50000,0.50000
143000,0.12500,0.12500
144000,0.62500,0.62500
145000,0.87500,0.87500
146000,0.25000,0.25000
147000,0.62500,0.62500
148000,0.75000,0.75000
149000,0.50000,0.50000
150000,1.12500,1.12500
151000,2.25000,2.25000
152000,1.87500,1.87500
153000,1.50000,1.50000
154000,1.00000,1.00000
155000,1.62500,1.62500
156000,1.25000,1.25000
157000,1.62500,1.62500
158000,1.25000,1.25000
159000,1.37500,1.37500
160000,1.12500,1.12500
161000,1.62500,1.62500
162000,1.25000,1.25000
163000,1.37500,1.37500
