MC_cycle,absolute_adsorption_(H20),excess_adsorption_(H20)
0,0.00000,0.00000
1000,2.87500,2.87500
2000,5.37500,5.37500
3000,6.50000,6.50000
4000,11.00000,11.00000
5000,18.87500,18.87500
6000,29.75000,29.75000
7000,35.25000,35.25000
8000,39.25000,39.25000
9000,40.12500,40.12500
10000,41.00000,41.00000
11000,41.87500,41.87500
12000,42.37500,42.37500
13000,44.00000,44.00000
14000,43.50000,43.50000
15000,42.62500,42.62500
16000,43.87500,43.87500
17000,43.37500,43.37500
18000,43.25000,43.25000
19000,43.37500,43.37500
20000,43.75000,43.75000
21000,43.62500,43.62500
22000,44.87500,44.87500
23000,45.25000,45.25000
24000,45.62500,45.62500
25000,45.62500,45.62500
26000,45.00000,45.00000
27000,45.25000,45.25000
28000,45.50000,45.50000
29000,45.12500,45.12500
30000,45.62500,45.62500
31000,45.00000,45.00000
32000,44.87500,44.87500
33000,45.25000,45.25000
34000,43.00000,43.00000
35000,43.87500,43.87500
36000,44.25000,44.25000
37000,43.12500,43.12500
38000,43.75000,43.75000
39000,43.75000,43.75000
40000,43.50000,43.50000
41000,43.75000,43.75000
42000,44.12500,44.12500
43000,43.37500,43.37500
44000,43.12500,43.12500
45000,42.75000,42.75000
46000,43.62500,43.62500
47000,43.87500,43.87500
48000,44.00000,44.00000
49000,43.50000,43.50000
50000,45.12500,45.12500
51000,45.00000,45.00000
52000,45.12500,45.12500
53000,44.87500,44.87500
54000,45.00000,45.00000
55000,44.25000,44.25000
56000,44.62500,44.62500
57000,45.12500,45.12500
58000,44.37500,44.37500
59000,44.75000,44.75000
60000,45.00000,45.00000
61000,45.12500,45.12500
62000,43.87500,43.87500
63000,45.50000,45.50000
64000,44.37500,44.37500
65000,43.87500,43.87500
66000,44.87500,44.87500
67000,44.50000,44.50000
68000,44.62500,44.62500
69000,44.12500,44.12500
70000,45.12500,45.12500
71000,45.00000,45.00000
72000,45.12500,45.12500
73000,45.12500,45.12500
74000,45.75000,45.75000
75000,46.12500,46.12500
76000,45.75000,45.75000
77000,45.50000,45.50000
78000,46.25000,46.25000
79000,45.87500,45.87500
80000,45.25000,45.25000
81000,45.25000,45.25000
82000,44.87500,44.87500
83000,45.37500,45.37500
84000,44.75000,44.75000
85000,43.50000,43.50000
86000,44.37500,44.37500
87000,45.25000,45.25000
88000,43.62500,43.62500
89000,44.37500,44.37500
90000,43.75000,43.75000
91000,44.00000,44.00000
92000,44.62500,44.62500
93000,44.62500,44.62500
94000,45.25000,45.25000
95000,44.87500,44.87500
96000,44.62500,44.62500
97000,45.37500,45.37500
98000,44.87500,44.87500
99000,45.25000,45.25000
100000,44.62500,44.62500
101000,45.37500,45.37500
102000,44.50000,44.50000
103000,44.37500,44.37500
104000,44.37500,44.37500
105000,43.25000,43.25000
106000,43.75000,43.75000
107000,43.75000,43.75000
108000,43.50000,43.50000
109000,44.00000,44.00000
110000,43.75000,43.75000
111000,44.00000,44.00000
112000,44.00000,44.00000
113000,43.25000,43.25000
114000,44.00000,44.00000
115000,43.00000,43.00000
116000,44.00000,44.00000
117000,43.25000,43.25000
118000,43.37500,43.37500
119000,43.50000,43.50000
120000,43.62500,43.62500
121000,44.75000,44.75000
122000,45.37500,45.37500
123000,44.25000,44.25000
124000,43.87500,43.87500
125000,44.50000,44.50000
126000,43.75000,43.75000
127000,43.25000,43.25000
128000,44.50000,44.50000
129000,43.87500,43.87500
130000,43.12500,43.12500
131000,43.50000,43.50000
132000,43.75000,43.75000
133000,44.00000,44.00000
134000,44.25000,44.25000
135000,44.00000,44.00000
136000,44.87500,44.87500
137000,44.50000,44.50000
138000,43.75000,43.75000
139000,44.50000,44.50000
140000,43.87500,43.87500
141000,43.37500,43.37500
142000,43.75000,43.75000
143000,43.50000,43.50000
144000,44.12500,44.12500
145000,43.00000,43.00000
146000,42.75000,42.75000
147000,44.00000,44.00000
148000,44.25000,44.25000
149000,44.62500,44.62500
150000,44.62500,44.62500
151000,44.00000,44.00000
152000,44.62500,44.62500
153000,45.12500,45.12500
154000,44.25000,44.25000
155000,43.87500,43.87500
156000,44.87500,44.87500
157000,44.50000,44.50000
158000,44.12500,44.12500
159000,45.12500,45.12500
160000,45.00000,45.00000
161000,44.37500,44.37500
162000,45.50000,45.50000
163000,46.75000,46.75000
164000,46.00000,46.00000
165000,46.12500,46.12500
166000,46.12500,46.12500
167000,46.50000,46.50000
168000,45.37500,45.37500
169000,45.87500,45.87500
170000,44.75000,44.75000
171000,45.37500,45.37500
172000,44.62500,44.62500
173000,45.87500,45.87500
174000,45.87500,45.87500
175000,45.50000,45.50000
176000,45.75000,45.75000
177000,44.50000,44.50000
178000,43.75000,43.75000
179000,44.50000,44.50000
180000,44.50000,44.50000
181000,44.75000,44.75000
182000,44.62500,44.62500
183000,43.25000,43.25000
184000,45.50000,45.50000
185000,43.87500,43.87500
186000,43.12500,43.12500
187000,43.00000,43.00000
188000,44.37500,44.37500
189000,43.50000,43.50000
190000,44.12500,44.12500
191000,44.87500,44.87500
192000,44.87500,44.87500
193000,44.75000,44.75000
194000,45.00000,45.00000
195000,44.25000,44.25000
196000,43.75000,43.75000
197000,45.37500,45.37500
198000,44.37500,44.37500
199000,43.75000,43.75000
200000.0,44.87500,44.8750000000
201000.0,44.25000,44.2500000000
202000.0,44.62500,44.6250000000
203000.0,46.25000,46.2500000000
204000.0,46.00000,46.0000000000
205000.0,46.62500,46.6250000000
206000.0,45.00000,45.0000000000
