MC_cycle,absolute_adsorption_(H20),excess_adsorption_(H20)
0,0.00000,0.00000
1000,0.12500,0.12500
2000,0.50000,0.50000
3000,0.00000,0.00000
4000,0.25000,0.25000
5000,0.50000,0.50000
6000,0.12500,0.12500
7000,0.00000,0.00000
8000,0.37500,0.37500
9000,0.37500,0.37500
10000,0.37500,0.37500
11000,0.00000,0.00000
12000,0.00000,0.00000
13000,0.75000,0.75000
14000,0.25000,0.25000
15000,0.12500,0.12500
16000,0.00000,0.00000
17000,0.00000,0.00000
18000,0.12500,0.12500
19000,0.62500,0.62500
20000,0.25000,0.25000
21000,0.87500,0.87500
22000,0.87500,0.87500
23000,0.75000,0.75000
24000,0.75000,0.75000
25000,1.00000,1.00000
26000,1.37500,1.37500
27000,1.62500,1.62500
28000,1.00000,1.00000
29000,1.37500,1.37500
30000,1.62500,1.62500
31000,1.62500,1.62500
32000,1.37500,1.37500
33000,2.00000,2.00000
34000,1.75000,1.75000
35000,1.37500,1.37500
36000,1.75000,1.75000
37000,1.12500,1.12500
38000,0.87500,0.87500
39000,0.87500,0.87500
40000,1.00000,1.00000
41000,1.12500,1.12500
42000,0.75000,0.75000
43000,0.62500,0.62500
44000,0.50000,0.50000
45000,1.25000,1.25000
46000,1.50000,1.50000
47000,1.00000,1.00000
48000,1.00000,1.00000
49000,1.62500,1.62500
50000,1.87500,1.87500
51000,2.12500,2.12500
52000,1.37500,1.37500
53000,2.00000,2.00000
54000,1.87500,1.87500
55000,1.75000,1.75000
56000,2.25000,2.25000
57000,2.37500,2.37500
58000,2.12500,2.12500
59000,1.75000,1.75000
60000,2.00000,2.00000
61000,2.00000,2.00000
62000,2.37500,2.37500
63000,2.75000,2.75000
64000,2.62500,2.62500
65000,2.50000,2.50000
66000,2.50000,2.50000
67000,2.25000,2.25000
68000,2.25000,2.25000
69000,1.37500,1.37500
70000,1.62500,1.62500
71000,1.37500,1.37500
72000,0.87500,0.87500
73000,0.87500,0.87500
74000,0.37500,0.37500
75000,0.37500,0.37500
76000,0.00000,0.00000
77000,0.00000,0.00000
78000,0.25000,0.25000
79000,0.37500,0.37500
80000,0.25000,0.25000
81000,0.75000,0.75000
82000,0.62500,0.62500
83000,1.62500,1.62500
84000,1.00000,1.00000
85000,0.12500,0.12500
86000,0.25000,0.25000
87000,0.37500,0.37500
88000,0.50000,0.50000
89000,0.37500,0.37500
90000,0.62500,0.62500
91000,0.50000,0.50000
92000,0.25000,0.25000
93000,0.87500,0.87500
94000,0.75000,0.75000
95000,0.37500,0.37500
96000,1.00000,1.00000
97000,0.87500,0.87500
98000,1.12500,1.12500
99000,0.37500,0.37500
100000,0.00000,0.00000
101000,0.37500,0.37500
102000,0.75000,0.75000
103000,0.75000,0.75000
104000,1.12500,1.12500
105000,0.87500,0.87500
106000,0.87500,0.87500
107000,1.00000,1.00000
108000,1.62500,1.62500
109000,1.62500,1.62500
110000,1.12500,1.12500
111000,0.62500,0.62500
112000,0.87500,0.87500
113000,0.75000,0.75000
114000,0.12500,0.12500
115000,0.25000,0.25000
116000,0.62500,0.62500
117000,0.75000,0.75000
118000,0.62500,0.62500
119000,0.75000,0.75000
120000,0.25000,0.25000
121000,0.12500,0.12500
122000,0.75000,0.75000
123000,0.50000,0.50000
124000,0.87500,0.87500
125000,0.25000,0.25000
126000,0.75000,0.75000
127000,0.25000,0.25000
128000,0.62500,0.62500
129000,0.50000,0.50000
130000,0.25000,0.25000
131000,0.00000,0.00000
132000,0.12500,0.12500
133000,0.12500,0.12500
134000,0.25000,0.25000
135000,1.37500,1.37500
136000,2.00000,2.00000
137000,1.00000,1.00000
138000,0.50000,0.50000
139000,0.50000,0.50000
140000,1.00000,1.00000
141000,1.00000,1.00000
142000,1.25000,1.25000
143000,1.50000,1.50000
144000,1.00000,1.00000
145000,0.87500,0.87500
146000,0.50000,0.50000
147000,1.00000,1.00000
148000,1.50000,1.50000
149000,0.87500,0.87500
150000,0.87500,0.87500
151000,1.25000,1.25000
152000,1.62500,1.62500
153000,0.87500,0.87500
154000,0.62500,0.62500
155000,0.25000,0.25000
156000,0.87500,0.87500
157000,0.12500,0.12500
158000,0.87500,0.87500
159000,0.25000,0.25000
160000,0.37500,0.37500
161000,0.37500,0.37500
162000,0.00000,0.00000
163000,0.37500,0.37500
