MC_cycle,absolute_adsorption_(H20),excess_adsorption_(H20)
0,0.00000,0.00000
1000,0.37500,0.37500
2000,0.37500,0.37500
3000,0.12500,0.12500
4000,0.87500,0.87500
5000,0.87500,0.87500
6000,0.62500,0.62500
7000,0.37500,0.37500
8000,0.37500,0.37500
9000,0.12500,0.12500
10000,0.37500,0.37500
11000,0.37500,0.37500
12000,0.00000,0.00000
13000,0.12500,0.12500
14000,0.00000,0.00000
15000,0.00000,0.00000
16000,0.00000,0.00000
17000,0.75000,0.75000
18000,0.75000,0.75000
19000,0.12500,0.12500
20000,0.25000,0.25000
21000,0.12500,0.12500
22000,0.62500,0.62500
23000,1.50000,1.50000
24000,0.50000,0.50000
25000,0.00000,0.00000
26000,0.12500,0.12500
27000,0.00000,0.00000
28000,0.12500,0.12500
29000,0.12500,0.12500
30000,0.00000,0.00000
31000,0.25000,0.25000
32000,0.25000,0.25000
33000,0.62500,0.62500
34000,0.12500,0.12500
35000,0.00000,0.00000
36000,0.25000,0.25000
37000,0.12500,0.12500
38000,0.37500,0.37500
39000,0.50000,0.50000
40000,0.37500,0.37500
41000,0.12500,0.12500
42000,0.12500,0.12500
43000,0.37500,0.37500
44000,0.37500,0.37500
45000,0.75000,0.75000
46000,0.37500,0.37500
47000,0.50000,0.50000
48000,0.37500,0.37500
49000,0.25000,0.25000
50000,0.50000,0.50000
51000,0.25000,0.25000
52000,0.62500,0.62500
53000,1.00000,1.00000
54000,1.00000,1.00000
55000,0.50000,0.50000
56000,0.37500,0.37500
57000,0.12500,0.12500
58000,0.12500,0.12500
59000,1.00000,1.00000
60000,0.12500,0.12500
61000,0.50000,0.50000
62000,0.25000,0.25000
63000,0.37500,0.37500
64000,0.00000,0.00000
65000,0.25000,0.25000
66000,0.00000,0.00000
67000,0.00000,0.00000
68000,0.25000,0.25000
69000,0.25000,0.25000
70000,0.62500,0.62500
71000,0.25000,0.25000
72000,0.62500,0.62500
73000,0.62500,0.62500
74000,0.87500,0.87500
75000,0.75000,0.75000
76000,0.25000,0.25000
77000,0.25000,0.25000
78000,0.00000,0.00000
79000,0.37500,0.37500
80000,0.12500,0.12500
81000,0.50000,0.50000
82000,0.25000,0.25000
83000,0.50000,0.50000
84000,0.25000,0.25000
85000,0.50000,0.50000
86000,0.00000,0.00000
87000,0.12500,0.12500
88000,0.12500,0.12500
89000,0.50000,0.50000
90000,0.12500,0.12500
91000,0.25000,0.25000
92000,0.12500,0.12500
93000,0.12500,0.12500
94000,0.37500,0.37500
95000,0.12500,0.12500
96000,0.87500,0.87500
97000,1.25000,1.25000
98000,1.00000,1.00000
99000,0.25000,0.25000
100000,0.12500,0.12500
101000,0.00000,0.00000
102000,0.62500,0.62500
103000,1.12500,1.12500
104000,1.25000,1.25000
105000,0.50000,0.50000
106000,0.62500,0.62500
107000,1.37500,1.37500
108000,1.25000,1.25000
109000,0.62500,0.62500
110000,0.75000,0.75000
111000,1.00000,1.00000
112000,0.50000,0.50000
113000,0.75000,0.75000
114000,0.75000,0.75000
115000,0.87500,0.87500
116000,1.00000,1.00000
117000,1.12500,1.12500
118000,1.00000,1.00000
119000,1.25000,1.25000
120000,1.12500,1.12500
121000,1.12500,1.12500
122000,0.75000,0.75000
123000,0.75000,0.75000
124000,1.12500,1.12500
125000,1.00000,1.00000
126000,1.12500,1.12500
127000,0.75000,0.75000
128000,0.62500,0.62500
129000,0.87500,0.87500
130000,1.12500,1.12500
131000,1.37500,1.37500
132000,1.87500,1.87500
133000,1.25000,1.25000
134000,1.00000,1.00000
135000,0.75000,0.75000
136000,1.25000,1.25000
137000,1.25000,1.25000
138000,1.12500,1.12500
139000,1.00000,1.00000
140000,1.00000,1.00000
141000,1.62500,1.62500
142000,0.75000,0.75000
143000,0.87500,0.87500
144000,0.75000,0.75000
145000,0.62500,0.62500
146000,0.87500,0.87500
147000,0.75000,0.75000
148000,0.62500,0.62500
149000,0.75000,0.75000
150000,1.25000,1.25000
151000,1.00000,1.00000
152000,0.87500,0.87500
153000,0.75000,0.75000
154000,1.12500,1.12500
155000,0.75000,0.75000
156000,0.75000,0.75000
157000,0.37500,0.37500
158000,0.12500,0.12500
159000,0.37500,0.37500
160000,0.25000,0.25000
161000,0.25000,0.25000
162000,0.12500,0.12500
163000,0.37500,0.37500
164000,0.12500,0.12500
165000,0.50000,0.50000
166000,0.37500,0.37500
167000,0.37500,0.37500
168000,0.37500,0.37500
169000,0.12500,0.12500
