MC_cycle,absolute_adsorption_(H20),excess_adsorption_(H20)
0,0.00000,0.00000
1000,0.25000,0.25000
2000,0.12500,0.12500
3000,0.00000,0.00000
4000,0.00000,0.00000
5000,0.50000,0.50000
6000,0.37500,0.37500
7000,0.12500,0.12500
8000,0.12500,0.12500
9000,0.12500,0.12500
10000,0.37500,0.37500
11000,0.25000,0.25000
12000,0.12500,0.12500
13000,0.00000,0.00000
14000,0.75000,0.75000
15000,0.62500,0.62500
16000,0.12500,0.12500
17000,0.00000,0.00000
18000,0.12500,0.12500
19000,0.37500,0.37500
20000,0.25000,0.25000
21000,0.00000,0.00000
22000,0.00000,0.00000
23000,0.12500,0.12500
24000,0.00000,0.00000
25000,0.37500,0.37500
26000,0.12500,0.12500
27000,0.00000,0.00000
28000,0.00000,0.00000
29000,0.12500,0.12500
30000,0.37500,0.37500
31000,0.00000,0.00000
32000,0.25000,0.25000
33000,0.00000,0.00000
34000,0.12500,0.12500
35000,0.25000,0.25000
36000,0.00000,0.00000
37000,0.00000,0.00000
38000,0.00000,0.00000
39000,0.50000,0.50000
40000,0.00000,0.00000
41000,0.00000,0.00000
42000,0.00000,0.00000
43000,0.12500,0.12500
44000,0.50000,0.50000
45000,0.62500,0.62500
46000,0.12500,0.12500
47000,0.00000,0.00000
48000,0.12500,0.12500
49000,0.00000,0.00000
50000,0.12500,0.12500
51000,0.12500,0.12500
52000,0.00000,0.00000
53000,0.00000,0.00000
54000,0.00000,0.00000
55000,0.12500,0.12500
56000,0.12500,0.12500
57000,0.25000,0.25000
58000,0.12500,0.12500
59000,0.00000,0.00000
60000,0.00000,0.00000
61000,0.87500,0.87500
62000,0.00000,0.00000
63000,0.12500,0.12500
64000,0.00000,0.00000
65000,0.00000,0.00000
66000,0.12500,0.12500
67000,0.12500,0.12500
68000,0.00000,0.00000
69000,0.50000,0.50000
70000,0.37500,0.37500
71000,0.25000,0.25000
72000,0.12500,0.12500
73000,0.25000,0.25000
74000,0.00000,0.00000
75000,0.00000,0.00000
76000,0.12500,0.12500
77000,0.25000,0.25000
78000,0.12500,0.12500
79000,0.12500,0.12500
80000,0.12500,0.12500
81000,0.12500,0.12500
82000,0.25000,0.25000
83000,0.00000,0.00000
84000,0.00000,0.00000
85000,0.25000,0.25000
86000,0.00000,0.00000
87000,0.25000,0.25000
88000,0.00000,0.00000
89000,0.12500,0.12500
90000,0.25000,0.25000
91000,0.12500,0.12500
92000,0.12500,0.12500
93000,0.25000,0.25000
94000,0.12500,0.12500
95000,0.37500,0.37500
96000,0.00000,0.00000
97000,0.12500,0.12500
98000,0.62500,0.62500
99000,0.12500,0.12500
100000,0.00000,0.00000
101000,0.00000,0.00000
102000,0.12500,0.12500
103000,0.12500,0.12500
104000,0.12500,0.12500
105000,0.00000,0.00000
106000,0.12500,0.12500
107000,0.75000,0.75000
108000,0.12500,0.12500
109000,0.00000,0.00000
110000,1.00000,1.00000
111000,0.37500,0.37500
112000,0.50000,0.50000
113000,0.00000,0.00000
114000,0.12500,0.12500
115000,0.00000,0.00000
116000,0.00000,0.00000
117000,0.00000,0.00000
118000,0.25000,0.25000
119000,0.00000,0.00000
120000,0.00000,0.00000
121000,0.25000,0.25000
122000,0.12500,0.12500
123000,0.12500,0.12500
124000,0.00000,0.00000
125000,0.00000,0.00000
126000,0.37500,0.37500
127000,0.12500,0.12500
128000,0.12500,0.12500
129000,0.00000,0.00000
130000,0.25000,0.25000
131000,0.62500,0.62500
132000,0.12500,0.12500
133000,0.00000,0.00000
134000,0.25000,0.25000
135000,0.00000,0.00000
136000,0.00000,0.00000
137000,0.00000,0.00000
138000,0.50000,0.50000
139000,0.25000,0.25000
140000,0.00000,0.00000
141000,0.25000,0.25000
142000,0.37500,0.37500
143000,0.25000,0.25000
144000,0.00000,0.00000
145000,0.00000,0.00000
146000,0.25000,0.25000
147000,0.25000,0.25000
148000,0.00000,0.00000
149000,0.12500,0.12500
150000,0.00000,0.00000
151000,0.37500,0.37500
152000,0.25000,0.25000
153000,0.00000,0.00000
154000,0.12500,0.12500
155000,0.00000,0.00000
156000,0.25000,0.25000
157000,0.12500,0.12500
158000,0.25000,0.25000
159000,0.25000,0.25000
160000,0.00000,0.00000
161000,0.00000,0.00000
162000,0.00000,0.00000
163000,0.00000,0.00000
164000,0.00000,0.00000
165000,0.50000,0.50000
166000,0.00000,0.00000
167000,0.00000,0.00000
168000,0.12500,0.12500
169000,0.25000,0.25000
170000,0.00000,0.00000
171000,0.00000,0.00000
172000,0.25000,0.25000
173000,0.12500,0.12500
174000,0.00000,0.00000
175000,0.25000,0.25000
176000,0.62500,0.62500
177000,0.37500,0.37500
178000,0.12500,0.12500
179000,0.12500,0.12500
180000,0.12500,0.12500
181000,0.12500,0.12500
182000,0.25000,0.25000
183000,0.12500,0.12500
184000,0.00000,0.00000
185000,0.00000,0.00000
186000,0.00000,0.00000
187000,0.00000,0.00000
188000,0.00000,0.00000
189000,0.25000,0.25000
190000,0.00000,0.00000
191000,0.25000,0.25000
192000,0.00000,0.00000
193000,0.12500,0.12500
194000,0.37500,0.37500
195000,0.00000,0.00000
196000,0.25000,0.25000
197000,0.00000,0.00000
198000,0.12500,0.12500
199000,0.12500,0.12500
200000.0,0.12500,0.1250000000
201000.0,0.25000,0.2500000000
202000.0,0.37500,0.3750000000
203000.0,0.25000,0.2500000000
204000.0,0.12500,0.1250000000
205000.0,0.00000,0.0000000000
206000.0,0.00000,0.0000000000
207000.0,0.12500,0.1250000000
208000.0,0.25000,0.2500000000
209000.0,0.00000,0.0000000000
210000.0,0.12500,0.1250000000
211000.0,0.12500,0.1250000000
212000.0,0.50000,0.5000000000
213000.0,0.00000,0.0000000000
214000.0,0.00000,0.0000000000
215000.0,0.12500,0.1250000000
216000.0,0.12500,0.1250000000
217000.0,0.25000,0.2500000000
218000.0,0.12500,0.1250000000
219000.0,0.12500,0.1250000000
220000.0,0.12500,0.1250000000
221000.0,0.12500,0.1250000000
222000.0,0.25000,0.2500000000
223000.0,0.00000,0.0000000000
224000.0,0.00000,0.0000000000
225000.0,0.25000,0.2500000000
226000.0,0.25000,0.2500000000
227000.0,0.00000,0.0000000000
228000.0,0.00000,0.0000000000
229000.0,0.00000,0.0000000000
230000.0,0.00000,0.0000000000
231000.0,0.12500,0.1250000000
232000.0,0.12500,0.1250000000
233000.0,0.00000,0.0000000000
234000.0,0.12500,0.1250000000
235000.0,0.12500,0.1250000000
236000.0,0.00000,0.0000000000
237000.0,0.12500,0.1250000000
238000.0,0.00000,0.0000000000
239000.0,0.25000,0.2500000000
240000.0,0.00000,0.0000000000
241000.0,0.37500,0.3750000000
242000.0,0.00000,0.0000000000
243000.0,0.00000,0.0000000000
244000.0,0.12500,0.1250000000
245000.0,0.00000,0.0000000000
246000.0,0.25000,0.2500000000
247000.0,0.25000,0.2500000000
248000.0,0.12500,0.1250000000
249000.0,0.12500,0.1250000000
250000.0,0.00000,0.0000000000
251000.0,0.12500,0.1250000000
252000.0,0.00000,0.0000000000
253000.0,0.00000,0.0000000000
254000.0,0.25000,0.2500000000
255000.0,0.37500,0.3750000000
256000.0,0.12500,0.1250000000
257000.0,0.12500,0.1250000000
258000.0,0.12500,0.1250000000
259000.0,0.12500,0.1250000000
260000.0,0.00000,0.0000000000
261000.0,0.25000,0.2500000000
262000.0,0.00000,0.0000000000
263000.0,0.00000,0.0000000000
264000.0,0.25000,0.2500000000
265000.0,0.12500,0.1250000000
266000.0,0.00000,0.0000000000
267000.0,0.25000,0.2500000000
268000.0,0.00000,0.0000000000
269000.0,0.25000,0.2500000000
270000.0,0.12500,0.1250000000
271000.0,0.12500,0.1250000000
272000.0,0.12500,0.1250000000
273000.0,0.12500,0.1250000000
274000.0,0.12500,0.1250000000
275000.0,0.75000,0.7500000000
276000.0,0.00000,0.0000000000
277000.0,0.12500,0.1250000000
278000.0,0.25000,0.2500000000
279000.0,0.00000,0.0000000000
